pair_id	stratum	expected_label	a_source	a_title	a_author	a_date	b_source	b_title	b_author	b_date	label	notes
487	negative_same_author	different_work	bsb	Physicalische Beschreibung der Erdkugel / Zweyter Band	Bergman, Torbern	1791.	erara	Traité des affinités chymiques, ou attractions électives : traduit du latin sur 	Bergman, Torbern	1788		
488	positive_cross_source	same_manifestation_or_work	erara	In divi Pauli apostoli priorem ad Timotheum epistolam distributiones XX	Venatorius, Thomas	1533	bsb	In Divi Pavli Apostoli Priorem ad Timotheum epistolam distributiones XX	Venatorius, Thomas	1533		
489	hard_multivolume	same_work_different_volume	bsb	Ansichten vom Niederrhein, von Brabant, Flandern, Holland, England und Frankreic	Forster, Georg	1793	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
490	hard_multivolume	same_work_different_volume	bsb	Histoire De La Vie Et Du Règne De Louis XIV, Roi De France &amp; De Navarre : En	La Mothe	(1740)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
491	negative_same_author	different_work	bsb	Heroidum epistolae	Ovidius Naso, Publius	1532	bsb	Publii Ovidii Nasonis Epistolæ, Seu Elegiæ De Ponto. Libri Quatuor	Ovidius Naso, Publius	MDCCLXV.		
492	positive_related_edition	same_work_different_edition	bsb	Diss. inaug. de clerico per abusum officii pastoralis, leges imperii atque tra	Reinharth, Tobias Jakob	1724	bsb	Dissertatio Inavgvralis Ivridica De Ivre Aqvarvm Metallicarvm Singvlari, vulgo V	Reinharth, Tobias Jakob	[1730]		
493	negative_same_author	different_work	bsb	Zwo Kanzelreden, welche aus Gelegenheit einer über einige Feyertage gnädigst gem	Merz, Aloys	1773	bsb	Frag, Ob der Stifter der Lutherischevangelischen Kirche, wenigst nach seiner Tre	Merz, Aloys	[1777]		
494	positive_related_edition	same_work_different_edition	bsb	Templi Jesu Christi personalis et hypostatici lysis kai egersis a septem ... iuv	Behrnauer, Georg Ehrenfried	1722	bsb	Die vornehmsten Pflichten der studierenden Jugend werden ... in einem kurtzen 	Behrnauer, Georg Ehrenfried	1727		
495	hard_multivolume	same_work_different_volume	bsb	Alphabetum juridicum canonicum civile theoreticum practicum morale atque politic	Castejon, Aegidius de	1738	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
496	positive_cross_source	same_manifestation_or_work	erara	Historiae logarithmorum naturlaium primordia ...	Gehler, Johann Samuel Traugott	1776	bsb	Historiae Logarithmorvm Natvralivm Primordia	Gehler, Johann Samuel Traugott	1776		
497	positive_same_source	same_manifestation	bsb	Digressiones criticae ad Librum I. et II. Pandectarum	Peregrinus, Johannes Dominicus	1745	bsb	Digressiones criticae ad Librum I. et II. Pandectarum	Peregrinus, Johannes Dominicus	1745		
498	negative_same_author	different_work	bsb	Bartholomæi Leonhardi Svendendörfferi Jure Consulti Et Antecessoris Lipsiensis S	Schwendendörffer, Bartholomäus Leonhard	MDCCXL.	bsb	Annotationes Iuris Feudalis Ad Lucubrationes I.R. Exercitatio Sexta De Causa Feu	Schwendendörffer, Bartholomäus Leonhard	1699 [erschienen nach 1713]		
499	positive_same_source	same_manifestation	bsb	Ioh. Bernardi de Rossi Specimen variarum lectionum sacri textus et chaldaicae 	De Rossi, Giovanni Bernardo	1783	bsb	Ioh. Bernardi de Rossi Specimen variarum lectionum sacri textus et chaldaicae 	De Rossi, Giovanni Bernardo	1783		
500	negative_same_author	different_work	bsb	Io. Casp. Heimburgii ... Programma de furto aratrorum : ... Ludovici Alberti H	Heimburg, Johann Caspar	1755	bsb	Dissertatio Inavgvralis Ivridica De Spolio Vsvrarvm Aliisqve Et Praesertim Spvri	Heimburg, Johann Caspar	1747		
501	negative_same_block	likely_different	erara	A  synopsis of the British Diatomaceæ : with remarks on their structure, functio	[s.n.]	1853	erara	Dictionnaire complet des langues française et allemande composé d'après les meil	[s.n.]	1850		
502	negative_same_author	different_work	bsb	Essai sur l'homme	Pope, Alexander	1745	bsb	Des Alexander Pope Esq. sämmtliche Werke / 1	Pope, Alexander	(1778)		
503	hard_multivolume	same_work_different_volume	bsb	Die Erzeugung der Menschen und Heimlichkeiten der Frauenzimmer / 2	Kritzinger, Friedrich Adolph	(1774)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
504	positive_same_source	same_manifestation	bsb	IIe Lettre D'Un Théologien François Á Un Théologien Des Pays-Bas, Sur la clôture	Le Sesne Des Ménilles D'Étemare, Jean-Baptiste	1762	bsb	IIe Lettre D'Un Théologien François Á Un Théologien Des Pays-Bas, Sur la clôture	Le Sesne Des Ménilles D'Étemare, Jean-Baptiste	1762		
505	positive_same_source	same_manifestation	bsb	Dissertations Sur l'Autorité légitime des Rois, En matiére de Regale	Le Vayer de Boutigny, Rolland	1682	bsb	Dissertations Sur l'Autorité légitime des Rois, En matiére de Regale	Le Vayer de Boutigny, Rolland	1682		
506	negative_same_author	different_work	gallica	Lettres patentes... portant réunion en une seule communauté des professions d'or	Louis XVI (1754-1793 ; roi de France). Auteur du texte	1779	gallica	Ordonnance... pour mettre la Légion corse sur le pied des autres légions françoi	Louis XVI (1754-1793 ; roi de France). Auteur du texte	1775		
507	positive_same_source	same_manifestation	bsb	Tractatus De Prudentia, Et Jurisprudentia : In Duas Partes Divisvs, Quarum prima	Seybold, Joseph	1727	bsb	Tractatus De Prudentia, Et Jurisprudentia : In Duas Partes Divisvs, Quarum prima	Seybold, Joseph	1727		
508	negative_same_author	different_work	bsb	Disp. iur. de iure dotium	Ungepauer, Erasmus	1724	bsb	Disputatio Juridica De Donationibvs	Ungepauer, Erasmus	1631		
509	positive_related_edition	same_work_different_edition	bsb	Disputatio Juridica De Scripturis Non Legibilibus : = Von Unleserlichen Schrifte	Böhmer, Justus Henning	[1700]	bsb	Doctrinam De Ivre Principis Circa Dimissionem Ministrorvm	Böhmer, Justus Henning	[1716]		
510	hard_anonymous	unknown	erara	Corsica insula : Spezialkarten : Sammelband der Ryhiner-Kartensammlung / 10/B Pl	[s.n.]	1769	erara	Corsica insula : Spezialkarten : Sammelband der Ryhiner-Kartensammlung / 8/C Par	[s.n.]	1769		
511	negative_same_block	likely_different	erara	Praestantissimae virorum trigae Dn. Adamo Schaffero Hervordia-Westphalo, Dn. Io.	[s.n.]	1643	erara	Trophaea Sacra Valesiae &amp; Helvetiae Catholicae : Catholische Sigzeichen Der 	[s.n.]	1645		
512	positive_related_edition	same_work_different_edition	bsb	Kurtze und succincte explication zweyer zu Illustrirung der im vergangenen 1715.	Hase, Johann Matthias	1716	bsb	Pithometriae sive doliorum mensurae theoria nova algebrae ope eruta et perfecta 	Hase, Johann Matthias	1723		
513	hard_multivolume	same_work_different_volume	bsb	Menoza, Ein Asiatischer Printz, Welcher die Welt umher gezogen, Christen zu such	Pontoppidan, Erik	1754	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
514	negative_same_author	different_work	gallica	L'Antiquité dévoilée par ses usages, ou Examen critique des principales opinions	Holbach, Paul Henri Dietrich baron d' (1723-1789). Auteur du texte	1772	gallica	Le Christianisme dévoilé, ou Examen des principes et des effets de la religion c	Holbach, Paul Henri Dietrich baron d' (1723-1789). Auteur du texte	1756		
515	negative_same_block	likely_different	erara	Geschäftsbericht des Directorium der Leipzig-Dresdner Eisenbahn-Compagnie : über	[s.n.]	1855	erara	[Ankündigung einer Theateraufführung in Sitten vom 7. Juni 1850]	[s.n.]	1850		
516	negative_same_author	different_work	bsb	Liber commentarius in Salvianum Massiliensem: Ad Universitates Atque Academias G	Rittershausen, Konrad	1611	bsb	Theses de usucapionibus et longi temporis praescriptionbus	Rittershausen, Konrad	1594		
517	positive_cross_source	same_manifestation_or_work	erara	Physikalische Unterhaltungen verschiedener Gegenstände : zur gemeinnützigen Kenn	Horrer, Johann Sebastian	1782	bsb	Physikalische Unterhaltungen verschiedener Gegenstände : zur gemeinnützigen Kenn	Horrer, Johann Sebastian	1782		
518	positive_related_edition	same_work_different_edition	erara	Fünf Vorlesungen von der Liebe der Wahrheit, von dem Einflusse des Herzens auf d	Pfenninger, Johann Konrad	1774	erara	Eine  Portion Wahrheit zur Glükseligkeit, die jeder Denker leicht haben, und dam	Pfenninger, Johann Konrad	1791		
519	negative_same_author	different_work	bsb	Trauerrede auf den Hochwürdigen und Hochedelgebohrnen Herrn Herrn Beda, aus dem 	Kleinmayrn, Johann Damascen von	1786	bsb	Vetus et nova de proprio ordinandorum episcopo ecclesiae disciplina	Kleinmayrn, Johann Damascen von	1763		
520	negative_same_author	different_work	gallica	Déclaration... concernant les fonctions des avocats généraux du Grand Conseil...	Louis XV (1710-1774 ; roi de France). Auteur du texte	1739	gallica	Ordonnance du roi, portant réduction du nombre des quartiers de l'isle de France	Louis XV (1710-1774 ; roi de France). Auteur du texte	1775		
521	negative_same_author	different_work	bsb	Historisch-literarisches Handbuch berühmter und denkwürdiger Personen, welche in	Hirsching, Friedrich Carl Gottlob	1795.	bsb	Versuch einer Beschreibung sehenswürdiger Bibliotheken Teutschlands nach alphabe	Hirsching, Friedrich Carl Gottlob	(1787)		
522	positive_borderline	unknown	bsb	England und Italien / 1,2	Archenholz, Johann Wilhelm von	(1785)	bsb	England und Italien / 5	Archenholz, Johann Wilhelm von	(1787)		
523	positive_same_source	same_manifestation	bsb	Landesherrliche Verordnung über die häusliche Aufsicht der Aeltern und Kostleute	Gertner, Johann Michael Kasimir	1793	bsb	Landesherrliche Verordnung über die häusliche Aufsicht der Aeltern und Kostleute	Gertner, Johann Michael Kasimir	1793		
524	positive_related_edition	same_work_different_edition	gallica	Eloquentissimi declamationes ([Reprod.])	Quintilien (0030?-0100?). Auteur du texte	1482	gallica	M. Fab. Quintiliani Declamationes, quae ex CCCLXXXVIII supersunt CXLV, ex vetere	Quintilien (0030?-0100?). Auteur du texte	1580		
525	negative_same_author	different_work	erara	Concert (D-Dur) : für Pianoforte mit Begleitung des Orchesters : op. 113	Huber, Hans	1899	erara	Weltfrühling : Bühnendichtung in drei Abteilungen	Huber, Hans	1894		
526	negative_same_block	likely_different	gallica	Arrêt du conseil d'Etat qui exempte du droit de marc d'or les provisions d'offic	France. Conseil d'État (13..-1791). Auteur du texte	1785	gallica	Lettres patentes du roi portant cassation d'un arrêt du parlement de Bordeaux du	France. Auteur du texte	1784		
527	positive_related_edition	same_work_different_edition	bsb	Disputatio Iuridica Solennis De Administratione Iustitiae	Rhetz, Johann	1686	bsb	Volumen ... Disputationum Selectarum ex Utroque Iure : de Fato declinando; Miser	Rhetz, Johann	1687		
528	positive_related_edition	same_work_different_edition	bsb	Shakespear Theatralische Werke / 6 : Viel Lermens um Nichts. Macbeth. Die zween 	Shakespeare, William	1765	bsb	William Shakespear's Schauspiele / Dritter Band	Shakespeare, William	1775		
529	positive_same_source	same_manifestation	bsb	Methodus Praecavendae Cvrandaeqve Pestis	Hoefer, Wolfgang	1626	bsb	Methodus Praecavendae Cvrandaeqve Pestis	Hoefer, Wolfgang	1626		
530	negative_same_author	different_work	bsb	Palladium reipublicae firmamentum Gymnasium Zittaviense ... in spectaculum produ	Bucher, Samuel Friedrich	[1738]	bsb	Arachniosērika heimata, seidene Kleider von Spinnenweben, memoriae Melchioris Ca	Bucher, Samuel Friedrich	1742		
531	negative_same_block	likely_different	gallica	Arrêt du conseil d'Etat qui règle la forme dans laquelle seront faits les rembou	France. Conseil d'État (13..-1791). Auteur du texte	1781	gallica	Arrêt du conseil d'Etat qui maintient le mis de Guerchy dans la propriété et jou	France. Conseil d'État (13..-1791). Auteur du texte	1784		
532	positive_same_source	same_manifestation	bsb	Geist des heiligen Vaters Bernardi durch seine honigsüße Schriften in uns ausgeg	Bernard	1769	bsb	Geist des heiligen Vaters Bernardi durch seine honigsüße Schriften in uns ausgeg	Bernard	1769		
533	hard_multivolume	same_work_different_volume	bsb	Wanderungen und Kreuzzüge durch einen Theil Deutschlands / 2	Rebmann, Andreas Georg Friedrich von	1796	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
534	positive_same_source	same_manifestation	bsb	Ioannis Eichelii Franci commentarius in Tit. ff. de diversis regulis iuris ant	Eichel, Johannes	1652	bsb	Ioannis Eichelii Franci commentarius in Tit. ff. de diversis regulis iuris ant	Eichel, Johannes	1652		
535	hard_multivolume	same_work_different_volume	bsb	Jus Ecclesiasticum Pastorale : oder Vollständige Anleitung, wie Prediger, Kirche	Balthasar, Augustin von	(1763)	erara	Histoire universelle depuis le commencement du monde jusqu'à présent, traduite d	[s.n.]	1782		
536	positive_cross_source	same_manifestation_or_work	erara	CCCXVI. Observationes de lumine Boreali : ab A. MDCCXVI ad A. MDCCXXXII partim a	Celsius, Anders	1733	bsb	CCCXVI. Observationes de lumine Boreali : ab A. MDCCXVI. ad A. MDCCXXXII. partim	Celsius, Anders	1733		
537	positive_cross_source	same_manifestation_or_work	erara	Observations sur la construction, l'entretien et l'amélioration des chemins, not	Guisan, Jean Samuel	1800	bsb	Observations Sur La Construction, L'Entretien Et L'Amélioration Des Chemins Nota	Guisan, Jean Samuel	1800		
538	positive_related_edition	same_work_different_edition	gallica	Suite des Réflexions sur la tragédie, où l'on répond à M. de Voltaire , par M. d	La Motte, Antoine de (1672-1731). Auteur du texte	1730	gallica	Issé , pastorale heroique, représentée devant Sa Majesté, à Trianon, le 17. de d	La Motte, Antoine de (1672-1731). Auteur du texte	1733		
539	negative_same_block	likely_different	erara	Dictionnaire complet des langues française et allemande composé d'après les meil	[s.n.]	1850	erara	Johann Ladislav Pyrker's sämmtliche Werke / Zweiter  Band.	[s.n.]	1855		
540	positive_borderline	unknown	bsb	Paul von Rapin Herrn von Thoyras' algemeine Geschichte von England : mit Tindals	Rapin de Thoyras, Paul	1755	bsb	Paul von Rapin Herrn von Thoyras' algemeine Geschichte von England : mit Tindals	Rapin de Thoyras, Paul	1759		
541	negative_same_author	different_work	bsb	Disp. iur. de iureiurando	Tucher, Johann Heinrich	1594	bsb	Authoritate et praesidio ... Ioannis Henrici Duocherii ... theses canonicas de	Tucher, Johann Heinrich	1590		
542	negative_same_block	likely_different	erara	Beschreibung der königlich bayerischen Salinen Reichenhall und Berchtesgaden : a	[s.n.]	1854	erara	Vollständige Einlösungstarife für die alten Schweizer- und Zürchermünzen : nebst	[s.n.]	1852		
543	positive_related_edition	same_work_different_edition	bsb	Tractatus Theologico-Polemico-Historico-Practicus De Suffragiis : Tum Pro Vivis,	Eckher, Ferdinand Balthasar	1756.	bsb	Positionis ex theologia polemica de ss. eucharistiae sacramento	Eckher, Ferdinand Balthasar	1774		
544	negative_same_author	different_work	gallica	Institution catholique de la vérité du précieux corps et sang de Jésuchrist, con	Grenier, Nicole (1505-1570). Auteur du texte	1552	gallica	L'Espée de la foy pour la deffence de l'Église chrestienne,... par F. Nicole Gre	Grenier, Nicole (1505-1570). Auteur du texte	1564		
545	negative_generic_title	different_work	bsb	Orationes	Schönberg, Nicolaus von	1512	bsb	Orationes	Isocrates	1571		
546	positive_cross_source	same_manifestation_or_work	erara	R.P. Petri Canisii Societatis Jesu Theologi Catechismus : Additis Ex S. Scriptur	Canisius, Petrus	1758	bsb	R.P. Petri Canisii Societatis Jesu Theologi Catechismus : Additis Ex S. Scriptur	Canisius, Petrus	1752.		
547	positive_cross_source	same_manifestation_or_work	erara	Epitome thesauri antiquitatum, hoc est, impp. Rom. Orientalium et Occidentalium 	Strada, Jacobus	1557	bsb	Epitome Thesavri Antiqvitatvm, Hoc Est, Impp. Rom. Orientalivm Et Occidentalivm 	Strada, Jacobus	1557		
548	positive_same_source	same_manifestation	bsb	Io. Mich. Heineccii ... Schediasma de colloquiis religiosis publice et privatim 	Heineccius, Johann Michael	1719	bsb	Io. Mich. Heineccii ... Schediasma de colloquiis religiosis publice et privatim 	Heineccius, Johann Michael	1719		
549	positive_same_source	same_manifestation	bsb	Problema psychologicum de praeiudiciis promiscue non damnandis	Spies, Johann Albrecht	1740	bsb	Problema psychologicum de praeiudiciis promiscue non damnandis	Spies, Johann Albrecht	1740		
550	negative_same_author	different_work	bsb	Disputatio iuridica de iure vicinitatis	Schröter, Ernst Friedrich	1748	bsb	Dissertatio Jvridica De Lamiis Earvmqve Processv Criminali : = Von Hexen und dem	Schröter, Ernst Friedrich	1707.		
551	positive_same_source	same_manifestation	bsb	Newes Astrolabium, Sampt dessen Nutz und Gebrauch : Nicht allein den Astronomis 	Krabbe, Johannes	1630	bsb	Newes Astrolabium, Sampt dessen Nutz und Gebrauch : Nicht allein den Astronomis 	Krabbe, Johannes	1630		
552	positive_related_edition	same_work_different_edition	gallica	Marci Valerii Martialis Epigram. lib. XIIII, diligenter emendati. Adnotationes a	Martial (0040?-0104?). Auteur du texte	1518	gallica	Toutes les epigrammes de Martial en latin, et en françois ; avec de petites nott	Martial (0040?-0104?). Auteur du texte	1655		
